1,2.0
1,2.0
1,2.0
1,2.0
514685202,2.0
527152742,2.0
549360755,2.0
523917230,2.0
493731798,2.0
451763260,2.0
446396387,2.0
427196644,2.0
421528844,2.0
412855778,2.0
444808355,2.0
440256967,2.0
448760066,2.0
469131557,2.0
480872840,2.0
497548096,2.0
522966556,2.0
533453601,2.0
563358270,2.0
630816331,2.0
661040545,2.0
702874893,2.0
721313902,2.0
759727348,2.0
729023560,2.0
723106651,2.0
744016217,2.0
772032714,2.0
768600540,2.0
766809443,2.0
775039589,2.0
784623025,2.0
782042624,2.0
757420656,2.0
751015557,2.0
764031513,2.0
778752051,2.0
777549360,2.0
790836699,2.0
786900702,2.0
797023822,2.0
799158799,2.0
797023822,2.0
800668885,2.0
801014307,2.0
798186259,2.0
803765792,2.0
803147984,2.0
816886543,2.0
815266058,2.0
806028914,2.0
800415413,2.0
810407502,2.0
815986001,2.0
818587441,2.0
823664063,2.0
830139975,2.0
833833459,2.0
833037099,2.0
816221702,2.0
823873936,2.0
832856407,2.0
839446747,2.0
852428153,2.0
858437673,2.0
871027128,2.0
884195350,2.0
901609028,2.0
909208980,2.0
932841136,2.0
956890388,2.0
966366612,2.0
983800131,2.0
991869710,2.0
994902695,2.0
995586640,2.0
977669473,2.0
981790534,2.0
981916069,2.0
962195637,2.0
960658130,2.0
947857207,2.0
932633948,2.0
902189171,2.0
893678370,2.0
848877591,2.0
818920492,2.0
779991451,2.0
732646145,2.0
687550668,2.0
669153805,2.0
635657198,2.0
584916854,2.0
568262842,2.0
546223976,2.0
532278626,2.0
504852027,2.0
479941414,2.0
466904849,2.0
449821826,2.0
437588526,2.0
412741720,2.0
411621771,2.0
401358747,2.0
387902449,2.0
384741270,2.0
382744431,2.0
397247711,2.0
403226562,2.0
417169361,2.0
430014337,2.0
450348174,2.0
480068210,2.0
485883484,2.0
504298496,2.0
518011283,2.0
533639563,2.0
548919210,2.0
558781568,2.0
619722564,2.0
633823348,2.0
687913685,2.0
723965198,2.0
771045541,2.0
783734777,2.0
769377311,2.0
770508569,2.0
780391771,2.0
804397982,2.0
783810074,2.0
787796442,2.0
794790307,2.0
813062855,2.0
803818300,2.0
793786661,2.0
793554973,2.0
809859425,2.0
825513917,2.0
198727289,2.0
1,2.0
