t,goodput_bps,wire_bps
277.500,396883200.0,405387840.0
278.000,396905600.0,405410720.0
278.500,396771200.0,405273440.0
279.000,396793600.0,405296320.0
279.500,396771200.0,405273440.0
280.000,396793600.0,405296320.0
280.500,404902400.0,413578880.0
281.000,404947200.0,413624640.0
281.500,404924800.0,413601760.0
282.000,404924800.0,413601760.0
282.500,412742400.0,421586880.0
283.000,412742400.0,421586880.0
283.500,412742400.0,421586880.0
284.000,412764800.0,421609760.0
284.500,99971200.0,102113440.0
285.000,99366400.0,101495680.0
285.500,99366400.0,101495680.0
286.000,99366400.0,101495680.0
286.500,201600.0,205920.0
287.000,0.0,0.0
287.500,0.0,0.0
288.000,0.0,0.0
288.500,0.0,0.0
